Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Departamento de Saúde da família DESF
Painel Indicador
Estratégia eSUS- AB
Unidade Geográfica: Munícipio
"Indicador: Proporção de crianças de 1 (um) ano de idade vacinadas na APS contra Difteria, Tétano, Coqueluche, Hepatite B, infecções causadas por haemophilus influenzae tipo b e Poliomielite inativada"
Dados Preliminares:
Considerado apenas (eSF e eAP) válidas para o componente de desempenho
Dados sujeitos à alteração


UF;IBGE;Munícipio;Numerador;Denominador Utilizado;2022 Q1 (%);Denominador Identificado;Denominador Estimado;Cadastro;Base Externa;Percentual;População;
PA;150390;JURUTI;78;149;52;149;138;24195;337;108;58960;
MA;210100;ARARI;78;152;51;121;152;32729;139;80;29932;
AL;270880;SÃO SEBASTIÃO;78;152;51;152;147;35602;142;103;34290;
RS;430100;ARROIO DO MEIO;78;85;92;85;41;14452;60;207;20967;
PR;412215;RIO BONITO DO IGUAÇU;78;85;92;85;70;15039;62;121;13255;
MG;313580;JEQUITINHONHA;78;86;91;86;74;23068;82;116;25474;
PB;250730;JACARAÚ;78;89;88;89;75;17517;62;119;14450;
PR;411940;PIRAÍ DO SUL;78;93;84;93;79;21637;93;118;25617;
CE;231395;VARJOTA;78;99;79;99;86;20654;77;115;18471;
BA;292630;RIACHÃO DO JACUÍPE;79;104;76;104;83;27660;101;125;33468;
BA;293350;WENCESLAU GUIMARÃES;79;104;76;104;95;19133;104;109;20978;
TO;170255;AUGUSTINÓPOLIS;79;105;75;105;105;19566;100;100;18643;
PR;411010;IMBITUVA;79;105;75;105;95;23519;133;111;32940;
PE;260850;LAGOA DE ITAENGA;79;106;75;106;96;21604;95;110;21460;
BA;292320;OLIVEIRA DOS BREJINHOS;79;107;74;107;66;22000;65;162;21810;
AL;270400;JUNQUEIRO;79;108;73;108;100;25965;95;108;24722;
MG;314740;PARAOPEBA;79;108;73;108;75;21667;86;144;24700;
PE;261340;SÃO JOSÉ DA COROA GRANDE;79;109;72;109;70;18090;83;156;21586;
PI;220780;PAULISTANA;79;110;72;110;100;21797;94;110;20554;
RN;241150;SANTO ANTÔNIO;79;110;72;110;84;23910;85;131;24280;
SP;351970;IBIÚNA;79;122;65;122;90;23636;302;136;79479;
BA;291370;INHAMBUPE;79;126;63;126;78;28240;112;162;40333;
MG;316370;SÃO LOURENÇO;79;133;59;133;149;44101;156;89;46202;
RJ;330620;VASSOURAS;79;161;49;161;149;36977;149;108;37083;
MA;210830;PENALVA;79;189;42;189;183;34566;205;103;38731;
PB;251530;SAPÉ;79;234;34;234;186;53856;182;126;52804;
PR;411350;LOANDA;79;84;94;84;64;15898;93;131;23242;
MG;314720;PARAGUAÇU;79;86;92;86;84;24248;75;102;21605;
AL;270070;BATALHA;79;90;88;90;77;19043;74;117;18338;
MT;510562;MIRASSOL D'OESTE;79;93;85;93;103;22923;125;90;27941;
MG;311840;CONSELHEIRO PENA;79;96;82;96;58;21889;61;166;22949;
PI;220200;BURITI DOS LOPES;79;97;81;97;104;22460;92;93;19807;
SP;353870;PIRACICABA;793;899;88;899;974;254896;1556;92;407252;
SP;350315;ARAPEÍ;8;10;80;10;1;2647;1;1000;2460;
RS;431545;RELVADO;8;10;80;10;2;2472;2;500;2079;
MT;510788;SERRA NOVA DOURADA;8;10;80;10;4;2111;3;250;1678;
SP;353310;NOVA GUATAPORANGA;8;10;80;10;5;3168;4;200;2325;
PR;412310;SANTA AMÉLIA;8;10;80;10;6;2302;8;167;3266;
SP;352790;LUTÉCIA;8;10;80;10;6;2823;6;167;2636;
TO;171550;OLIVEIRA DE FÁTIMA;8;10;80;10;7;1597;5;143;1118;
SC;420253;BOM JESUS;8;10;80;10;7;3222;7;143;3057;
SC;421260;PERITIBA;8;10;80;10;7;3357;6;143;2760;
TO;170388;CARMOLÂNDIA;8;10;80;10;8;2688;8;125;2603;
MG;315470;RIBEIRÃO VERMELHO;8;10;80;10;8;3400;9;125;4047;
PI;220860;PRATA DO PIAUÍ;8;10;80;10;8;3967;6;125;3150;
MG;312695;FREI LAGONEGRO;8;10;80;10;9;3924;8;111;3487;
MG;317030;UMBURATIBA;8;10;80;8;10;2915;9;80;2596;
GO;521290;MARZAGÃO;8;11;73;11;12;3105;9;92;2250;
RS;430585;COQUEIROS DO SUL;8;11;73;11;3;2643;3;367;2286;
SC;421055;MAREMA;8;11;73;11;5;2374;4;220;1750;
RS;432335;VILA LÂNGARO;8;11;73;11;5;2561;4;220;2080;
RS;431213;MATO CASTELHANO;8;11;73;11;5;3247;4;220;2542;
GO;521260;MAIRIPOTABA;8;11;73;11;6;2733;5;183;2363;
MG;312735;GLAUCILÂNDIA;8;11;73;11;7;3237;7;157;3164;
PI;220735;PAJEÚ DO PIAUÍ;8;11;73;11;7;3295;7;157;3404;
RN;241080;RIACHO DE SANTANA;8;11;73;11;7;4771;6;157;4199;
SC;420285;BRAÇO DO TROMBUDO;8;11;73;11;8;4724;6;138;3769;
SP;354620;SANTA CRUZ DA CONCEIÇÃO;8;11;73;11;8;5904;6;138;4544;
RN;241180;SÃO FERNANDO;8;11;73;11;9;4224;8;122;3595;
PR;412382;SANTA LÚCIA;8;11;73;11;9;4355;8;122;3793;
MG;316905;TOCOS DO MOJI;8;11;73;11;9;4464;8;122;4109;
PI;220950;SANTO INÁCIO DO PIAUÍ;8;11;73;8;11;4160;10;73;3803;
PI;220180;BOCAINA;8;11;73;9;11;4977;10;82;4505;
RS;432067;SINIMBU;8;11;73;9;11;6039;18;82;10162;
MG;312737;GOIABEIRA;8;12;67;12;10;4331;8;120;3378;
SE;280700;SÃO MIGUEL DO ALEIXO;8;12;67;12;11;3638;12;109;3947;
RS;430355;CAMARGO;8;12;67;12;13;3209;11;92;2742;
TO;171889;SANTA RITA DO TOCANTINS;8;12;67;12;7;2592;6;171;2386;
MG;315520;RIO ESPERA;8;12;67;12;7;6285;6;171;5402;
RN;240960;PEDRA PRETA;8;12;67;12;8;3231;6;150;2438;
PR;411700;NOVA FÁTIMA;8;13;62;10;13;5211;20;77;8136;
GO;520760;FAZENDA NOVA;8;13;62;10;13;5662;13;77;5553;
GO;520980;HIDROLINA;8;13;62;13;10;4284;8;130;3508;
PI;221039;SÃO MIGUEL DO FIDALGO;8;13;62;13;11;3227;10;118;3038;
GO;520082;AMARALINA;8;13;62;13;2;4034;2;650;3845;
MT;510631;NOVO SANTO ANTÔNIO;8;13;62;13;5;2384;6;260;2705;
MG;315870;SANTANA DO GARAMBÉU;8;13;62;13;5;2860;4;260;2476;
PR;411729;NOVO ITACOLOMI;8;13;62;13;5;3554;4;260;2840;
MG;316330;SÃO JOSÉ DO DIVINO;8;13;62;13;7;3868;7;186;3856;
TO;171240;LIZARDA;8;13;62;13;8;3211;9;163;3733;
MG;312850;GUARARÁ;8;13;62;13;9;4403;8;144;3775;
PB;251278;RIACHO DE SANTO ANTÔNIO;8;13;62;8;13;2505;10;62;1974;
RN;240190;CAIÇARA DO RIO DO VENTO;8;14;57;14;12;4153;11;117;3715;
SP;353000;MIRA ESTRELA;8;14;57;14;9;3919;7;156;3106;
SC;421725;SÃO PEDRO DE ALCÂNTARA;8;14;57;14;9;5397;10;156;5935;
RS;431150;LAVRAS DO SUL;8;14;57;8;14;5755;18;57;7444;
MG;313835;LEME DO PRADO;8;15;53;15;10;5073;10;150;4920;
GO;520993;INACIOLÂNDIA;8;15;53;15;13;5303;15;115;6235;
MA;210470;GRAÇA ARANHA;8;15;53;15;14;5539;16;107;6261;
PI;220955;SÃO BRAZ DO PIAUÍ;8;16;50;10;16;4937;14;63;4451;
RS;430490;CASCA;8;16;50;10;16;7512;19;63;9051;
PR;412690;TAPIRA;8;17;47;10;17;5299;18;59;5495;
PI;220090;AROAZES;8;17;47;10;17;6417;15;59;5827;
SP;352110;IPEÚNA;8;17;47;11;17;5239;25;65;7687;
SP;353625;PARISI;8;17;47;12;17;4073;9;71;2169;
MG;316400;SÃO PEDRO DOS FERROS;8;17;47;13;17;7152;18;76;7706;
MT;510665;PONTAL DO ARAGUAIA;8;17;47;14;17;5733;20;82;6843;
SP;351250;COROADOS;8;18;44;10;18;7699;14;56;6129;
SP;350715;BOM SUCESSO DE ITARARÉ;8;19;42;19;12;3406;14;158;3984;
MG;315270;PRADOS;8;20;40;13;20;8105;22;65;9080;
PA;150690;SANTARÉM NOVO;8;21;38;21;13;4443;20;162;6753;
RN;240280;CORONEL EZEQUIEL;8;21;38;21;18;5250;19;117;5504;
AP;160055;PRACUÚBA;8;22;36;22;16;4244;20;138;5246;
PR;411110;ITAMBÉ;8;23;35;23;20;6587;19;115;6109;
MA;210040;ALTAMIRA DO MARANHÃO;8;24;33;24;18;6645;22;133;8189;
PI;220192;BONFIM DO PIAUÍ;8;25;32;25;19;6260;17;132;5685;
RS;431110;JAGUARI;8;28;29;28;19;11448;18;147;10765;
MA;210840;PERI MIRIM;8;29;28;29;21;9589;31;138;14345;
MT;510285;CASTANHEIRA;8;29;28;29;26;7864;29;112;8749;
BA;290205;ARAÇAS;8;34;24;23;34;10557;39;68;12208;
SC;421225;PASSO DE TORRES;8;35;23;35;25;11296;20;140;9048;
PR;410060;ALTO PARANÁ;8;48;17;48;38;13639;41;126;14859;
AM;130350;PAUINI;8;63;13;37;63;10941;112;59;19522;
BA;290485;CABACEIRAS DO PARAGUAÇU;8;73;11;73;68;18386;70;107;18911;
RS;431454;PINTO BANDEIRA;8;8;100;8;2;3225;2;400;3036;
TO;171215;LAVANDEIRA;8;8;100;8;3;2225;3;267;1954;
RS;431844;SÃO JORGE;8;8;100;8;3;3216;3;267;2816;
RS;430367;CAMPESTRE DA SERRA;8;8;100;8;3;3779;3;267;3395;
RS;432255;VANINI;8;8;100;8;4;2182;4;200;2122;
PR;410910;GUAPOREMA;8;8;100;8;4;2440;4;200;2241;
PR;411740;OURIZONA;8;8;100;8;4;3699;4;200;3425;
RS;431647;SALVADOR DAS MISSÕES;8;8;100;8;5;3289;4;160;2733;
TO;170460;CHAPADA DE AREIA;8;8;100;8;6;1992;4;133;1410;
PB;251260;QUIXABÁ;8;8;100;8;6;2441;5;133;1983;
RS;430558;COLINAS;8;8;100;8;6;3100;5;133;2469;
RS;432183;TRÊS FORQUILHAS;8;8;100;8;6;3467;5;133;2669;
GO;520393;BURITI DE GOIÁS;8;8;100;8;7;3075;6;114;2476;
RJ;330515;SÃO JOSÉ DO VALE DO RIO PRETO;8;88;9;88;71;22396;69;124;21916;
MT;510715;RESERVA DO CABAÇAL;8;9;89;9;3;2467;3;300;2743;
RS;431413;PAULO BENTO;8;9;89;9;3;2652;3;300;2299;
MG;314640;PAINEIRAS;8;9;89;9;3;4155;3;300;4462;
SC;420209;BARRA BONITA;8;9;89;9;4;2109;3;225;1651;
RS;430885;GENTIL;8;9;89;9;4;2196;3;225;1626;
RS;431295;NOVA BOA VISTA;8;9;89;9;4;2535;3;225;1753;
MG;317220;WENCESLAU BRAZ;8;9;89;9;4;2737;4;225;2548;
SP;351420;DOLCINÓPOLIS;8;9;89;9;4;2799;3;225;2112;
GO;522157;UIRAPURU;8;9;89;9;4;3020;4;225;2840;
RS;431300;NOVA BRÉSCIA;8;9;89;9;4;3604;4;225;3337;
MG;315620;ROCHEDO DE MINAS;8;9;89;9;5;2478;5;180;2320;
MG;317150;MATHIAS LOBATO;8;9;89;9;9;3606;8;100;3179;
SP;354410;RIO GRANDE DA SERRA;8;95;8;70;95;31134;157;74;51436;
PE;260970;OROBÓ;80;100;80;100;66;22026;72;152;23935;
RS;432260;VENÂNCIO AIRES;80;102;78;102;98;32548;217;104;71973;
MG;314400;MUTUM;80;108;74;108;111;29378;102;97;26961;
AL;270730;PORTO CALVO;80;111;72;111;113;26147;118;98;27249;
MG;311420;CARMO DO CAJURU;80;113;71;113;87;24349;81;130;22693;
MA;211110;SÃO JOÃO DOS PATOS;80;119;67;119;118;28053;109;101;25996;
SE;280060;BARRA DOS COQUEIROS;80;136;59;103;136;26809;157;76;30930;
PA;150178;BREU BRANCO;80;173;46;173;87;25959;225;199;67332;
PA;150808;TUCUMÃ;80;186;43;186;165;31035;213;113;40136;
SC;421740;SCHROEDER;80;86;93;86;67;19559;75;128;21991;
PE;261400;SERRITA;80;91;88;91;64;19198;64;142;19196;
PR;410660;CRUZEIRO DO OESTE;80;95;84;95;97;25741;79;98;20947;
AM;130430;URUCARÁ;80;97;82;97;70;15790;71;139;16130;
MG;316935;TRÊS MARIAS;80;97;82;97;86;28998;97;113;32716;
PB;250400;CAMPINA GRANDE;800;1335;60;1335;1406;304189;1904;95;411807;
AC;120040;RIO BRANCO;801;1160;69;1160;1251;258084;2004;93;413418;
PR;411150;IVAIPORÃ;81;100;81;100;114;30685;119;88;31935;
MG;313960;MANTENA;81;103;79;103;90;24149;103;114;27647;
PE;261020;PANELAS;81;103;79;103;91;23515;102;113;26456;
ES;320400;PANCAS;81;105;77;105;61;23076;62;172;23306;
MA;211180;SÍTIO NOVO;81;106;76;106;100;20665;88;106;18160;
BA;292060;MARAGOGIPE;81;131;62;131;115;39293;131;114;44793;
SC;421250;PENHA;81;148;55;148;155;41260;125;95;33284;
PR;411200;JAGUARIAÍVA;81;154;53;114;154;33526;161;74;35027;
BA;293050;SERRINHA;81;190;43;190;214;51123;340;89;81286;
CE;230430;FARIAS BRITO;81;86;94;86;82;20858;76;105;19389;
PB;251140;PICUÍ;81;87;93;87;79;20179;73;110;18720;
SP;354750;SANTA RITA DO PASSA QUATRO;81;88;92;88;49;21002;64;180;27600;
ES;320350;MONTANHA;81;89;91;89;72;20655;66;124;18894;
ES;320506;VENDA NOVA DO IMIGRANTE;81;91;89;91;95;27084;90;96;25745;
BA;291450;IRARÁ;81;94;86;94;67;28806;68;140;29173;
MG;311880;CORAÇÃO DE JESUS;81;98;83;98;63;25216;67;156;26611;
SP;353130;MONTE ALTO;82;106;77;106;86;28379;154;123;50772;
PE;260810;JOÃO ALFREDO;82;112;73;112;75;29883;84;149;33328;
MG;310940;BURITIZEIRO;82;112;73;112;99;27456;101;113;28121;
PA;150070;ANAJÁS;82;127;65;104;127;15436;245;82;29688;
PE;261180;RIBEIRÃO;82;132;62;132;85;31184;130;155;47616;
PA;150745;SÃO GERALDO DO ARAGUAIA;82;138;59;138;126;24644;126;110;24705;
MG;313665;JUATUBA;82;141;58;141;124;31733;107;114;27392;
SC;420480;CURITIBANOS;82;146;56;95;146;30553;191;65;39893;
SP;355450;TIETÊ;82;84;98;84;65;18736;147;129;42517;
CE;231300;SOLONÓPOLE;82;88;93;88;61;18576;60;144;18357;
MG;313930;MANGA;82;92;89;92;94;20238;85;98;18226;
SP;353340;NOVA ODESSA;82;93;88;93;106;32086;201;88;60956;
PI;220330;DEMERVAL LOBÃO;82;98;84;98;92;18101;70;107;13840;
MT;510860;VILA RICA;83;106;78;106;65;19807;87;163;26496;
MA;210047;ALTO ALEGRE DO PINDARÉ;83;116;72;116;118;28010;134;98;31943;
ES;320300;IÚNA;83;124;67;124;108;28033;113;115;29290;
GO;521800;PORANGATU;83;132;63;132;127;34033;170;104;45633;
SP;353930;PIRASSUNUNGA;83;190;44;190;201;61960;249;95;76877;
PI;221110;UNIÃO;83;195;43;195;192;38636;221;102;44569;
RO;110005;CEREJEIRAS;83;95;87;95;89;18675;77;107;16204;
MS;500370;DOURADOS;833;1014;82;1014;1013;182165;1254;100;225495;
MA;210530;IMPERATRIZ;833;1449;57;1121;1449;237973;1579;77;259337;
SP;351620;FRANCA;835;1311;64;1311;769;198106;1381;170;355901;
PE;261380;SÃO VICENTE FERRER;84;101;83;101;82;18988;78;123;18085;
TO;170700;DIANÓPOLIS;84;102;82;102;73;19243;85;140;22424;
BA;292110;MEDEIROS NETO;84;103;82;103;71;22600;71;145;22716;
PR;410210;ASTORGA;84;104;81;104;89;26554;88;117;26209;
PE;260500;CUPIRA;84;105;80;105;107;27921;93;98;24173;
BA;292840;SANTA RITA DE CÁSSIA;84;107;79;107;101;25430;113;106;28481;
CE;230750;LAVRAS DA MANGABEIRA;84;109;77;109;81;28469;90;135;31492;
BA;290930;CORRENTINA;84;113;74;113;111;28641;125;102;32191;
PE;260460;CONDADO;84;120;70;120;99;25754;102;121;26590;
GO;521830;POSSE;84;126;67;126;138;31388;165;91;37414;
RJ;330385;PATY DO ALFERES;84;128;66;128;111;29111;106;115;27858;
PA;150650;SANTA IZABEL DO PARÁ;84;186;45;186;220;53139;298;85;71837;
BA;290500;CACULÉ;84;88;95;88;79;24288;76;111;23291;
PR;411440;MANGUEIRINHA;84;92;91;92;80;18195;73;115;16642;
PE;261330;SÃO JOAQUIM DO MONTE;84;92;91;92;89;22448;85;103;21398;
PB;250700;ITAPORANGA;84;98;86;98;101;24107;104;97;24828;
RN;240780;MONTE ALEGRE;84;98;86;98;76;22851;75;129;22576;
BA;290710;CARINHANHA;84;98;86;98;90;20754;126;109;29070;
CE;231290;SOBRAL;841;1048;80;1048;1111;229999;1018;94;210711;
SC;420420;CHAPECÓ;842;1193;71;1193;1197;244848;1095;100;224013;
PA;150140;BELÉM;848;1506;56;1506;1766;436496;6068;85;1499641;
MS;500220;BONITO;85;101;84;101;101;20986;107;100;22190;
MS;500315;CORONEL SAPUCAIA;85;101;84;101;82;12787;99;123;15352;
MT;510300;CHAPADA DOS GUIMARÃES;85;102;83;102;74;20627;70;138;19453;
RS;432150;TORRES;85;103;83;103;89;22199;156;116;39064;
CE;230160;ASSARÉ;85;103;83;103;92;24734;87;112;23478;
BA;292720;RUY BARBOSA;85;104;82;104;119;30175;122;87;30857;
PB;250060;ALHANDRA;85;129;66;129;150;26247;113;86;19727;
SC;421320;POMERODE;85;146;58;113;146;40448;123;77;34010;
PA;150618;RONDON DO PARÁ;85;150;57;150;99;33585;155;152;52803;
PA;150800;TOMÉ-AÇU;85;261;33;218;261;36836;453;84;64030;
SP;355400;TATUÍ;85;400;21;400;279;74051;463;143;122967;
MS;500660;PONTA PORÃ;85;505;17;505;498;92227;507;101;93937;
MT;510125;ARAPUTANGA;85;93;91;93;66;16043;70;141;16951;
CE;231110;PORTEIRAS;85;94;90;94;98;18159;81;96;14958;
RS;430510;CAXIAS DO SUL;857;1150;75;1150;819;235496;1799;140;517451;
BA;292120;MIGUEL CALMON;86;101;85;101;116;27765;108;87;25894;
SC;421570;SANTO AMARO DA IMPERATRIZ;86;111;77;111;127;30788;97;87;23579;
RJ;330050;BOM JARDIM;86;116;74;116;30;27854;30;387;27616;
BA;291810;JEREMOABO;86;123;70;123;121;34397;143;102;40651;
MA;210210;BREJO;86;129;67;129;130;31789;150;99;36651;
PE;260320;CAETÉS;86;147;59;147;111;25777;125;132;28904;
PA;150812;ULIANÓPOLIS;86;147;59;147;66;30382;131;223;60761;
PA;150600;PRAINHA;86;158;54;158;182;24636;220;87;29846;
PR;411760;PALMAS;86;177;49;106;177;35966;255;60;51755;
RJ;330200;ITAGUAÍ;86;189;46;159;189;48176;530;84;134819;
AL;270450;MARAGOGI;86;191;45;191;190;35253;178;101;33032;
SP;350270;APIAÍ;86;95;91;95;85;20723;99;112;24226;
ES;320435;RIO BANANAL;86;97;89;97;72;22803;61;135;19271;
SC;420900;JOAÇABA;86;97;89;97;94;29352;97;103;30404;
SP;353920;PIRAPOZINHO;86;98;88;98;84;27027;86;117;27754;
PR;412750;TIBAGI;87;102;85;102;81;18407;91;126;20607;
ES;320160;CONCEIÇÃO DA BARRA;87;103;84;103;115;31852;113;90;31273;
BA;291120;GANDU;87;108;81;108;111;26437;137;97;32596;
BA;291290;IBIRATAIA;87;109;80;109;113;20091;84;96;14882;
AL;270510;MATRIZ DE CAMARAGIBE;87;125;70;125;115;24857;114;109;24634;
MT;510625;NOVA XAVANTINA;87;125;70;125;99;24601;84;126;20944;
MA;210510;ICATU;87;128;68;128;98;25099;107;131;27269;
AL;270710;PIRANHAS;87;134;65;134;134;25383;133;100;25183;
MG;314930;PEDRO LEOPOLDO;87;141;62;141;145;44144;213;97;64712;
ES;320190;DOMINGOS MARTINS;87;150;58;105;150;35613;143;70;33986;
CE;230590;IPUEIRAS;87;158;55;158;130;36121;137;122;38114;
RO;110015;OURO PRETO DO OESTE;87;179;49;102;179;35821;179;57;35737;
AL;270240;DELMIRO GOUVEIA;87;188;46;188;222;45674;254;85;52262;
PB;251230;PRINCESA ISABEL;87;94;93;94;73;23074;75;129;23549;
PB;250710;ITAPOROROCA;87;98;89;98;83;21315;73;118;18823;
SP;351060;CARAPICUÍBA;874;1013;86;1013;868;177469;1971;117;403183;
RR;140010;BOA VISTA;876;1620;54;1620;1676;311363;2259;97;419652;
PB;250910;MARI;88;104;85;104;88;24864;77;118;21866;
SC;421220;PAPANDUVA;88;111;79;111;77;19279;78;144;19422;
BA;292070;MARAÚ;88;111;79;111;83;23052;74;134;20617;
SP;350460;BADY BASSITT;88;117;75;117;114;27456;74;103;17761;
PR;412230;RIO NEGRO;88;120;73;120;101;28785;121;119;34411;
PE;261580;TUPANATINGA;88;123;72;123;73;19757;102;168;27551;
MG;315200;POMPÉU;88;124;71;97;124;32894;121;78;32035;
PE;260370;CANHOTINHO;88;129;68;129;93;23640;97;139;24773;
PA;150803;TRACUATEUA;88;132;67;132;139;28841;151;95;31257;
PE;261460;TABIRA;88;133;66;109;133;32397;118;82;28704;
PR;411570;MATINHOS;88;145;61;122;145;37595;136;84;35219;
SC;421280;BALNEÁRIO PIÇARRAS;88;150;59;150;157;36489;102;96;23772;
PA;150320;IGARAPÉ-AÇU;88;164;54;132;164;35990;178;80;39023;
CE;231150;QUIXERÉ;88;91;97;91;70;23079;68;130;22293;
PE;260540;FEIRA NOVA;88;96;92;96;99;23665;93;97;22247;
SP;350130;ÁLVARES MACHADO;88;98;90;98;88;25284;87;111;24998;
AL;270030;ARAPIRACA;887;1125;79;1125;690;201468;798;163;233047;
PR;410540;CHOPINZINHO;89;101;88;101;104;22300;89;97;19167;
MG;317090;VARZELÂNDIA;89;108;82;108;71;21177;65;152;19305;
MA;210455;GOVERNADOR EDISON LOBÃO;89;112;79;112;85;20078;78;132;18520;
MS;500190;BATAGUASSU;89;131;68;131;146;28159;121;90;23325;
MS;500630;PARANAÍBA;89;155;57;117;155;40758;161;75;42276;
SP;354660;SANTA FÉ DO SUL;89;161;55;101;161;41876;125;63;32563;
AM;130370;SANTO ANTÔNIO DO IÇÁ;89;187;48;142;187;17499;227;76;21243;
PA;150670;SANTANA DO ARAGUAIA;89;214;42;214;84;36437;171;255;74419;
SC;420730;IMBITUBA;89;237;38;188;237;55561;193;79;45286;
RJ;330520;SÃO PEDRO DA ALDEIA;89;282;32;201;282;56288;531;71;106049;
AC;120060;TARAUACÁ;89;304;29;210;304;35750;367;69;43151;
MS;500290;CASSILÂNDIA;89;98;91;98;76;25828;65;129;22002;
GO;520945;GUARINOS;9;10;90;10;1;2471;1;1000;1737;
PB;251070;PASSAGEM;9;10;90;10;10;2965;8;100;2436;
PB;250580;DUAS ESTRADAS;9;10;90;10;10;4161;9;100;3582;
SP;355570;UNIÃO PAULISTA;9;10;90;10;2;1953;2;500;1865;
SP;355475;TRABIJU;9;10;90;10;4;2234;3;250;1738;
RS;431845;SÃO JOSÉ DAS MISSÕES;9;10;90;10;4;2693;4;250;2514;
PI;220385;FLORESTA DO PIAUÍ;9;10;90;10;4;2830;4;250;2560;
SC;421560;SANTA ROSA DE LIMA;9;10;90;10;5;2457;4;200;2147;
MG;316540;SAPUCAÍ-MIRIM;9;10;90;10;5;2541;14;200;6989;
SC;421189;PAINEL;9;10;90;10;5;2840;4;200;2356;
PB;251710;VÁRZEA;9;10;90;10;5;2956;5;200;2841;
RS;431975;SÃO VENDELINO;9;10;90;10;5;2979;4;200;2266;
GO;521920;SANTA CRUZ DE GOIÁS;9;10;90;10;5;3002;5;200;2819;
RS;430805;FAXINALZINHO;9;10;90;10;6;2778;5;167;2284;
RS;431446;PINHAL DA SERRA;9;10;90;10;6;2932;4;167;1918;
MG;312150;DESTERRO DO MELO;9;10;90;10;7;3750;5;143;2884;
PB;251030;NOVA PALMEIRA;9;10;90;10;7;4344;8;143;4959;
RS;430975;IBARAMA;9;10;90;10;7;4567;7;143;4399;
MG;315740;SANTA CRUZ DO ESCALVADO;9;10;90;10;8;4771;8;125;4725;
SP;354510;SALMOURÃO;9;10;90;10;9;3090;15;111;5337;
SP;354040;POPULINA;9;10;90;10;9;4472;8;111;4152;
MG;316090;SÃO BRÁS DO SUAÇUÍ;9;10;90;10;9;4975;7;111;3754;
GO;521960;SANTA TEREZA DE GOIÁS;9;11;82;11;10;3907;8;110;3280;
RS;430045;ALEGRIA;9;11;82;11;10;4197;8;110;3374;
TO;172130;TUPIRATINS;9;11;82;11;3;2098;4;367;2729;
PI;220554;LAGOINHA DO PIAUÍ;9;11;82;11;6;3197;5;183;2858;
SP;352750;LUCIANÓPOLIS;9;11;82;11;6;3448;4;183;2403;
RN;240920;PASSAGEM;9;11;82;11;6;3478;5;183;3102;
RS;431267;NICOLAU VERGUEIRO;9;11;82;11;7;2311;5;157;1674;
MG;316230;SÃO JOÃO DA MATA;9;11;82;11;7;3286;6;157;2746;
RS;431090;JACUTINGA;9;11;82;11;7;3781;7;157;3546;
GO;520235;ARENÓPOLIS;9;11;82;11;8;3581;6;138;2536;
RS;432132;TAQUARUÇU DO SUL;9;11;82;11;8;3735;7;138;3077;
RS;431848;SÃO JOSÉ DO HORTÊNCIO;9;11;82;11;8;4167;9;138;4865;
MG;315760;SANTA FÉ DE MINAS;9;11;82;9;11;3401;12;82;3826;
MG;312707;FRUTA DE LEITE;9;12;75;10;12;5205;12;83;5299;
SP;354810;SANTO ANTÔNIO DO JARDIM;9;12;75;12;10;3863;16;120;5940;
MG;311115;CAMPO AZUL;9;12;75;12;10;4000;10;120;3824;
GO;521060;ITAGUARU;9;12;75;12;10;5857;9;120;5206;
PI;221150;VERA MENDES;9;12;75;12;14;4021;11;86;3080;
MG;315880;SANTANA DO JACARÉ;9;12;75;12;14;4850;14;86;4834;
SP;352300;ITAPURA;9;12;75;12;14;4918;14;86;4951;
SC;420445;CORONEL MARTINS;9;12;75;12;2;2513;2;600;2555;
SP;351800;GUARANI D'OESTE;9;12;75;12;4;2623;3;300;1998;
SP;353450;OSCAR BRESSANE;9;12;75;12;4;3589;3;300;2603;
RS;431244;MORRINHOS DO SUL;9;12;75;12;5;3531;4;240;2919;
PR;411030;INAJÁ;9;12;75;12;6;2894;6;200;3116;
GO;520090;AMORINÓPOLIS;9;12;75;12;6;3523;5;200;3069;
SP;355365;TAQUARAL;9;12;75;12;6;3526;5;200;2813;
SP;354280;RIBEIRA;9;12;75;12;7;3700;6;171;3330;
PB;250115;AREIA DE BARAÚNAS;9;12;75;12;9;2350;8;133;2116;
PR;412015;PORTO BARREIRO;9;12;75;12;9;3538;8;133;3184;
PR;411573;MATO RICO;9;13;69;10;13;3838;11;77;3206;
RS;431555;RIO DOS ÍNDIOS;9;13;69;13;5;3457;4;260;2660;
MG;310440;ARGIRITA;9;13;69;13;7;3330;6;186;2704;
TO;171110;ITAPORÃ DO TOCANTINS;9;13;69;13;9;2736;8;144;2420;
MG;312170;DIOGO DE VASCONCELOS;9;13;69;9;13;4398;11;69;3790;
SP;354165;QUADRA;9;14;64;14;11;3823;11;127;3854;
TO;170410;CENTENÁRIO;9;14;64;14;4;2172;5;350;2936;
MG;312910;GURINHATÃ;9;14;64;14;5;5902;5;280;5577;
RS;431430;PEJUÇARA;9;14;64;14;8;4248;7;175;3857;
GO;520815;GAMELEIRA DE GOIÁS;9;15;60;15;12;5368;9;125;3880;
PR;410220;ATALAIA;9;15;60;15;16;4803;13;94;3881;
RS;431261;MUITOS CAPÕES;9;15;60;15;5;3345;5;300;3173;
RS;430637;DILERMANDO DE AGUIAR;9;15;60;15;5;3743;4;300;3002;
