uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RS,COVID,IGNORADO,"30 - 39",F,4
RS,COVID,IGNORADO,"30 - 39",M,9
RS,COVID,OUTRO,"30 - 39",M,2
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,12
RS,COVID,VIA_PUBLICA,"30 - 39",F,1
RS,COVID,VIA_PUBLICA,"30 - 39",M,1
RS,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,4
RS,INDETERMINADA,HOSPITAL,"30 - 39",F,2
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,3
RS,INDETERMINADA,OUTRO,"30 - 39",M,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,9
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,20
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,23
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,40
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,40
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,38
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,3
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,1
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,SRAG,HOSPITAL,"30 - 39",F,2
RS,SRAG,HOSPITAL,"30 - 39",M,3
RS,SRAG,IGNORADO,"30 - 39",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,OUTRAS,DOMICILIO,"30 - 39",F,16
SC,OUTRAS,DOMICILIO,"30 - 39",I,1
SC,OUTRAS,DOMICILIO,"30 - 39",M,33
SC,OUTRAS,HOSPITAL,"30 - 39",F,62
SC,OUTRAS,HOSPITAL,"30 - 39",M,91
SC,OUTRAS,IGNORADO,"30 - 39",F,1
SC,OUTRAS,OUTRO,"30 - 39",F,1
SC,OUTRAS,OUTRO,"30 - 39",M,8
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,8
SC,COVID,DOMICILIO,"30 - 39",F,3
SC,COVID,DOMICILIO,"30 - 39",M,5
SC,COVID,HOSPITAL,"30 - 39",F,91
SC,COVID,HOSPITAL,"30 - 39",M,170
SC,COVID,IGNORADO,"30 - 39",F,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,9
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",F,2
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,2
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,11
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,17
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,21
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,31
SC,SEPTICEMIA,IGNORADO,"30 - 39",F,1
SC,SRAG,HOSPITAL,"30 - 39",F,2
SC,SRAG,HOSPITAL,"30 - 39",M,3
SE,OUTRAS,DOMICILIO,"30 - 39",F,2
SE,OUTRAS,DOMICILIO,"30 - 39",M,10
SE,OUTRAS,HOSPITAL,"30 - 39",F,13
SE,OUTRAS,HOSPITAL,"30 - 39",M,29
SE,OUTRAS,OUTRO,"30 - 39",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,7
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,11
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,6
SE,COVID,DOMICILIO,"30 - 39",M,1
SE,COVID,HOSPITAL,"30 - 39",F,25
SE,COVID,HOSPITAL,"30 - 39",M,59
SE,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SE,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,4
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,2
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,2
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,4
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
SE,SRAG,HOSPITAL,"30 - 39",F,1
SP,OUTRAS,DOMICILIO,"30 - 39",F,145
SP,OUTRAS,DOMICILIO,"30 - 39",M,377
SP,OUTRAS,HOSPITAL,"30 - 39",F,473
SP,OUTRAS,HOSPITAL,"30 - 39",I,1
SP,OUTRAS,HOSPITAL,"30 - 39",M,763
SP,OUTRAS,IGNORADO,"30 - 39",F,4
SP,OUTRAS,IGNORADO,"30 - 39",I,38
SP,OUTRAS,IGNORADO,"30 - 39",M,7
SP,OUTRAS,OUTRO,"30 - 39",F,20
SP,OUTRAS,OUTRO,"30 - 39",M,115
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,40
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,93
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,3
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,23
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,234
SP,COVID,DOMICILIO,"30 - 39",F,11
SP,COVID,DOMICILIO,"30 - 39",M,21
SP,COVID,HOSPITAL,"30 - 39",F,971
SP,COVID,HOSPITAL,"30 - 39",M,1484
SP,COVID,IGNORADO,"30 - 39",M,2
SP,COVID,OUTRO,"30 - 39",F,9
SP,COVID,OUTRO,"30 - 39",M,13
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,40
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,56
SP,COVID,POSTO_SAUDE,"30 - 39",F,2
SP,COVID,POSTO_SAUDE,"30 - 39",M,4
SP,COVID,VIA_PUBLICA,"30 - 39",F,2
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,18
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,7
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,9
SP,INDETERMINADA,OUTRO,"30 - 39",F,1
SP,INDETERMINADA,OUTRO,"30 - 39",M,5
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,6
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,8
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,15
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,95
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,89
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,6
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,2
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,2
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,11
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,124
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,239
SP,PNEUMONIA,OUTRO,"30 - 39",M,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,13
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,2
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,150
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,207
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,2
SP,SEPTICEMIA,OUTRO,"30 - 39",F,4
SP,SEPTICEMIA,OUTRO,"30 - 39",M,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SP,SEPTICEMIA,POSTO_SAUDE,"30 - 39",M,1
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
SP,SRAG,DOMICILIO,"30 - 39",F,1
SP,SRAG,DOMICILIO,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,15
SP,SRAG,HOSPITAL,"30 - 39",M,17
SP,SRAG,OUTRO,"30 - 39",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,OUTRAS,DOMICILIO,"30 - 39",F,5
TO,OUTRAS,DOMICILIO,"30 - 39",M,10
TO,OUTRAS,HOSPITAL,"30 - 39",F,9
TO,OUTRAS,HOSPITAL,"30 - 39",M,17
TO,OUTRAS,OUTRO,"30 - 39",M,5
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
TO,COVID,DOMICILIO,"30 - 39",F,1
TO,COVID,DOMICILIO,"30 - 39",M,2
TO,COVID,HOSPITAL,"30 - 39",F,24
TO,COVID,HOSPITAL,"30 - 39",M,30
TO,COVID,OUTRO,"30 - 39",F,1
TO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",F,1
TO,INDETERMINADA,OUTRO,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,6
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,8
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,4
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,2
AC,OUTRAS,DOMICILIO,"40 - 49",F,7
AC,OUTRAS,DOMICILIO,"40 - 49",M,11
AC,OUTRAS,HOSPITAL,"40 - 49",F,18
AC,OUTRAS,HOSPITAL,"40 - 49",M,14
AC,OUTRAS,OUTRO,"40 - 49",F,1
AC,OUTRAS,OUTRO,"40 - 49",M,5
AC,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
AC,OUTRAS,VIA_PUBLICA,"40 - 49",M,4
AC,COVID,DOMICILIO,"40 - 49",F,1
AC,COVID,DOMICILIO,"40 - 49",M,2
AC,COVID,HOSPITAL,"40 - 49",F,48
AC,COVID,HOSPITAL,"40 - 49",M,71
AC,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AC,COVID,VIA_PUBLICA,"40 - 49",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,2
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,2
AC,PNEUMONIA,HOSPITAL,"40 - 49",F,10
AC,PNEUMONIA,HOSPITAL,"40 - 49",M,15
AC,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
AC,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
AC,SEPTICEMIA,HOSPITAL,"40 - 49",F,7
AC,SEPTICEMIA,HOSPITAL,"40 - 49",M,7
AC,SRAG,HOSPITAL,"40 - 49",M,3
AL,OUTRAS,DOMICILIO,"40 - 49",F,23
AL,OUTRAS,DOMICILIO,"40 - 49",M,59
AL,OUTRAS,HOSPITAL,"40 - 49",F,58
AL,OUTRAS,HOSPITAL,"40 - 49",M,76
AL,OUTRAS,IGNORADO,"40 - 49",M,1
AL,OUTRAS,OUTRO,"40 - 49",F,3
AL,OUTRAS,OUTRO,"40 - 49",M,6
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
AL,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
AL,OUTRAS,VIA_PUBLICA,"40 - 49",M,22
AL,COVID,DOMICILIO,"40 - 49",F,1
AL,COVID,HOSPITAL,"40 - 49",F,59
AL,COVID,HOSPITAL,"40 - 49",M,105
AL,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AL,INDETERMINADA,DOMICILIO,"40 - 49",M,1
AL,INDETERMINADA,HOSPITAL,"40 - 49",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,6
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,11
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,22
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AL,PNEUMONIA,DOMICILIO,"40 - 49",F,2
AL,PNEUMONIA,HOSPITAL,"40 - 49",F,8
AL,PNEUMONIA,HOSPITAL,"40 - 49",M,23
AL,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AL,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
AL,SEPTICEMIA,HOSPITAL,"40 - 49",F,18
AL,SEPTICEMIA,HOSPITAL,"40 - 49",M,15
AL,SRAG,HOSPITAL,"40 - 49",F,2
AL,SRAG,HOSPITAL,"40 - 49",M,11
AL,SRAG,OUTRO,"40 - 49",M,1
AM,OUTRAS,DOMICILIO,"40 - 49",F,34
AM,OUTRAS,DOMICILIO,"40 - 49",M,48
AM,OUTRAS,HOSPITAL,"40 - 49",F,57
AM,OUTRAS,HOSPITAL,"40 - 49",M,67
AM,OUTRAS,IGNORADO,"40 - 49",I,1
AM,OUTRAS,IGNORADO,"40 - 49",M,1
AM,OUTRAS,OUTRO,"40 - 49",F,1
AM,OUTRAS,OUTRO,"40 - 49",M,12
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AM,OUTRAS,VIA_PUBLICA,"40 - 49",M,13
AM,COVID,AMBULANCIA,"40 - 49",F,1
AM,COVID,DOMICILIO,"40 - 49",F,7
AM,COVID,DOMICILIO,"40 - 49",M,10
AM,COVID,HOSPITAL,"40 - 49",F,261
AM,COVID,HOSPITAL,"40 - 49",M,337
AM,COVID,OUTRO,"40 - 49",F,13
AM,COVID,OUTRO,"40 - 49",M,12
AM,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
AM,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
AM,INDETERMINADA,DOMICILIO,"40 - 49",F,1
AM,INDETERMINADA,DOMICILIO,"40 - 49",M,4
AM,INDETERMINADA,HOSPITAL,"40 - 49",M,1
AM,INDETERMINADA,OUTRO,"40 - 49",F,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,5
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,11
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,10
AM,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
AM,PNEUMONIA,DOMICILIO,"40 - 49",M,2
AM,PNEUMONIA,HOSPITAL,"40 - 49",F,22
AM,PNEUMONIA,HOSPITAL,"40 - 49",M,31
AM,PNEUMONIA,OUTRO,"40 - 49",F,2
AM,PNEUMONIA,OUTRO,"40 - 49",M,3
AM,SEPTICEMIA,HOSPITAL,"40 - 49",F,32
AM,SEPTICEMIA,HOSPITAL,"40 - 49",M,25
AM,SEPTICEMIA,OUTRO,"40 - 49",M,1
AM,SRAG,DOMICILIO,"40 - 49",F,2
AM,SRAG,DOMICILIO,"40 - 49",M,2
AM,SRAG,HOSPITAL,"40 - 49",F,38
AM,SRAG,HOSPITAL,"40 - 49",M,41
AM,SRAG,OUTRO,"40 - 49",M,1
AM,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,OUTRAS,DOMICILIO,"40 - 49",F,3
AP,OUTRAS,DOMICILIO,"40 - 49",M,5
AP,OUTRAS,HOSPITAL,"40 - 49",F,9
AP,OUTRAS,HOSPITAL,"40 - 49",M,14
AP,OUTRAS,OUTRO,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
AP,OUTRAS,VIA_PUBLICA,"40 - 49",M,3
AP,COVID,HOSPITAL,"40 - 49",F,16
AP,COVID,HOSPITAL,"40 - 49",M,34
AP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
AP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
AP,COVID,POSTO_SAUDE,"40 - 49",M,2
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,1
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,3
AP,PNEUMONIA,HOSPITAL,"40 - 49",F,5
AP,PNEUMONIA,HOSPITAL,"40 - 49",M,3
AP,SEPTICEMIA,HOSPITAL,"40 - 49",F,1
AP,SEPTICEMIA,HOSPITAL,"40 - 49",M,6
AP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
BA,OUTRAS,DOMICILIO,"40 - 49",F,135
BA,OUTRAS,DOMICILIO,"40 - 49",M,280
BA,OUTRAS,HOSPITAL,"40 - 49",F,291
BA,OUTRAS,HOSPITAL,"40 - 49",M,344
BA,OUTRAS,IGNORADO,"40 - 49",F,1
BA,OUTRAS,IGNORADO,"40 - 49",M,11
BA,OUTRAS,OUTRO,"40 - 49",F,19
BA,OUTRAS,OUTRO,"40 - 49",M,48
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,33
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,49
BA,OUTRAS,VIA_PUBLICA,"40 - 49",F,12
BA,OUTRAS,VIA_PUBLICA,"40 - 49",M,57
BA,COVID,DOMICILIO,"40 - 49",F,5
BA,COVID,DOMICILIO,"40 - 49",M,13
BA,COVID,HOSPITAL,"40 - 49",F,265
BA,COVID,HOSPITAL,"40 - 49",M,390
BA,COVID,IGNORADO,"40 - 49",F,1
BA,COVID,IGNORADO,"40 - 49",M,2
BA,COVID,OUTRO,"40 - 49",F,3
BA,COVID,OUTRO,"40 - 49",M,4
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,14
BA,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,25
BA,COVID,VIA_PUBLICA,"40 - 49",M,1
BA,INDETERMINADA,DOMICILIO,"40 - 49",F,2
BA,INDETERMINADA,DOMICILIO,"40 - 49",M,1
BA,INDETERMINADA,HOSPITAL,"40 - 49",M,2
BA,INDETERMINADA,IGNORADO,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,9
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,9
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,36
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,60
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
BA,PNEUMONIA,HOSPITAL,"40 - 49",F,39
BA,PNEUMONIA,HOSPITAL,"40 - 49",M,42
BA,PNEUMONIA,OUTRO,"40 - 49",F,1
BA,PNEUMONIA,OUTRO,"40 - 49",M,2
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
BA,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
BA,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
BA,SEPTICEMIA,DOMICILIO,"40 - 49",M,4
BA,SEPTICEMIA,HOSPITAL,"40 - 49",F,71
BA,SEPTICEMIA,HOSPITAL,"40 - 49",M,101
BA,SEPTICEMIA,IGNORADO,"40 - 49",F,1
BA,SEPTICEMIA,IGNORADO,"40 - 49",M,1
BA,SEPTICEMIA,OUTRO,"40 - 49",F,3
BA,SEPTICEMIA,OUTRO,"40 - 49",M,3
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
BA,SRAG,HOSPITAL,"40 - 49",F,3
BA,SRAG,HOSPITAL,"40 - 49",M,9
BA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
CE,OUTRAS,AMBULANCIA,"40 - 49",M,2
CE,OUTRAS,DOMICILIO,"40 - 49",F,46
CE,OUTRAS,DOMICILIO,"40 - 49",M,114
CE,OUTRAS,HOSPITAL,"40 - 49",F,81
CE,OUTRAS,HOSPITAL,"40 - 49",M,133
CE,OUTRAS,IGNORADO,"40 - 49",F,44
CE,OUTRAS,IGNORADO,"40 - 49",M,125
CE,OUTRAS,OUTRO,"40 - 49",F,8
CE,OUTRAS,OUTRO,"40 - 49",M,13
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,21
CE,OUTRAS,VIA_PUBLICA,"40 - 49",F,6
CE,OUTRAS,VIA_PUBLICA,"40 - 49",M,31
CE,COVID,AMBULANCIA,"40 - 49",M,1
CE,COVID,DOMICILIO,"40 - 49",F,7
CE,COVID,DOMICILIO,"40 - 49",M,15
CE,COVID,HOSPITAL,"40 - 49",F,212
CE,COVID,HOSPITAL,"40 - 49",M,355
CE,COVID,IGNORADO,"40 - 49",F,51
CE,COVID,IGNORADO,"40 - 49",M,67
CE,COVID,OUTRO,"40 - 49",F,5
CE,COVID,OUTRO,"40 - 49",M,2
CE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,27
CE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,28
CE,INDETERMINADA,DOMICILIO,"40 - 49",F,2
CE,INDETERMINADA,DOMICILIO,"40 - 49",M,2
CE,INDETERMINADA,HOSPITAL,"40 - 49",M,1
CE,INDETERMINADA,OUTRO,"40 - 49",M,3
CE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,5
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,8
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,25
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,29
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,8
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,6
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
CE,PNEUMONIA,DOMICILIO,"40 - 49",F,3
CE,PNEUMONIA,DOMICILIO,"40 - 49",M,1
CE,PNEUMONIA,HOSPITAL,"40 - 49",F,27
CE,PNEUMONIA,HOSPITAL,"40 - 49",M,39
CE,PNEUMONIA,IGNORADO,"40 - 49",F,5
CE,PNEUMONIA,IGNORADO,"40 - 49",M,11
CE,PNEUMONIA,OUTRO,"40 - 49",M,1
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
CE,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
CE,SEPTICEMIA,DOMICILIO,"40 - 49",F,3
CE,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
CE,SEPTICEMIA,HOSPITAL,"40 - 49",F,37
CE,SEPTICEMIA,HOSPITAL,"40 - 49",M,60
CE,SEPTICEMIA,IGNORADO,"40 - 49",F,10
CE,SEPTICEMIA,IGNORADO,"40 - 49",M,6
CE,SEPTICEMIA,OUTRO,"40 - 49",F,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
CE,SRAG,HOSPITAL,"40 - 49",F,9
CE,SRAG,HOSPITAL,"40 - 49",M,11
CE,SRAG,IGNORADO,"40 - 49",F,1
CE,SRAG,IGNORADO,"40 - 49",M,2
